Titularidad;Sexo;Comunidad autónoma/provincia;Curso;Total
CENTROS PÚBLICOS;AMBOS SEXOS;Cuenca;Segundo;9,4
CENTROS PÚBLICOS;AMBOS SEXOS;Cuenca;Tercero;9,6
CENTROS PÚBLICOS;AMBOS SEXOS;Cuenca;Cuarto;8,1
CENTROS PÚBLICOS;AMBOS SEXOS;Guadalajara;Total;4,7
CENTROS PÚBLICOS;AMBOS SEXOS;Guadalajara;Primero;5,9
CENTROS PÚBLICOS;AMBOS SEXOS;Guadalajara;Segundo;4
CENTROS PÚBLICOS;AMBOS SEXOS;Guadalajara;Tercero;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;Guadalajara;Cuarto;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;Toledo;Total;6,3
CENTROS PÚBLICOS;AMBOS SEXOS;Toledo;Primero;8
CENTROS PÚBLICOS;AMBOS SEXOS;Toledo;Segundo;6,7
CENTROS PÚBLICOS;AMBOS SEXOS;Toledo;Tercero;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;Toledo;Cuarto;4,5
CENTROS PÚBLICOS;AMBOS SEXOS;09 CATALUÑA;Total;2,7
CENTROS PÚBLICOS;AMBOS SEXOS;09 CATALUÑA;Primero;1,8
CENTROS PÚBLICOS;AMBOS SEXOS;09 CATALUÑA;Segundo;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;09 CATALUÑA;Tercero;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;09 CATALUÑA;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Barcelona;Total;2,7
CENTROS PÚBLICOS;AMBOS SEXOS;Barcelona;Primero;1,9
CENTROS PÚBLICOS;AMBOS SEXOS;Barcelona;Segundo;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;Barcelona;Tercero;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;Barcelona;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Girona;Total;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;Girona;Primero;1,3
CENTROS PÚBLICOS;AMBOS SEXOS;Girona;Segundo;1,8
CENTROS PÚBLICOS;AMBOS SEXOS;Girona;Tercero;2,2
CENTROS PÚBLICOS;AMBOS SEXOS;Girona;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Lleida;Total;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Lleida;Primero;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;Lleida;Segundo;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;Lleida;Tercero;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Lleida;Cuarto;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Tarragona;Total;3
CENTROS PÚBLICOS;AMBOS SEXOS;Tarragona;Primero;1,8
CENTROS PÚBLICOS;AMBOS SEXOS;Tarragona;Segundo;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;Tarragona;Tercero;3,2
CENTROS PÚBLICOS;AMBOS SEXOS;Tarragona;Cuarto;4
CENTROS PÚBLICOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Total;5,2
CENTROS PÚBLICOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Primero;6,6
CENTROS PÚBLICOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Segundo;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Tercero;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;10 COMUNITAT VALENCIANA;Cuarto;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Alicante/Alacant;Total;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;Alicante/Alacant;Primero;6,5
CENTROS PÚBLICOS;AMBOS SEXOS;Alicante/Alacant;Segundo;6
CENTROS PÚBLICOS;AMBOS SEXOS;Alicante/Alacant;Tercero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Alicante/Alacant;Cuarto;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Castellón/Castelló;Total;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Castellón/Castelló;Primero;6,1
CENTROS PÚBLICOS;AMBOS SEXOS;Castellón/Castelló;Segundo;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Castellón/Castelló;Tercero;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Castellón/Castelló;Cuarto;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;Valencia/València;Total;5,2
CENTROS PÚBLICOS;AMBOS SEXOS;Valencia/València;Primero;6,8
CENTROS PÚBLICOS;AMBOS SEXOS;Valencia/València;Segundo;5,4
CENTROS PÚBLICOS;AMBOS SEXOS;Valencia/València;Tercero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Valencia/València;Cuarto;3
CENTROS PÚBLICOS;AMBOS SEXOS;11 EXTREMADURA;Total;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;11 EXTREMADURA;Primero;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;11 EXTREMADURA;Segundo;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;11 EXTREMADURA;Tercero;2,5
CENTROS PÚBLICOS;AMBOS SEXOS;11 EXTREMADURA;Cuarto;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;Badajoz;Total;3,3
CENTROS PÚBLICOS;AMBOS SEXOS;Badajoz;Primero;4,3
CENTROS PÚBLICOS;AMBOS SEXOS;Badajoz;Segundo;3,6
CENTROS PÚBLICOS;AMBOS SEXOS;Badajoz;Tercero;2,5
CENTROS PÚBLICOS;AMBOS SEXOS;Badajoz;Cuarto;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;Cáceres;Total;3,9
CENTROS PÚBLICOS;AMBOS SEXOS;Cáceres;Primero;5,9
CENTROS PÚBLICOS;AMBOS SEXOS;Cáceres;Segundo;4,4
CENTROS PÚBLICOS;AMBOS SEXOS;Cáceres;Tercero;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;Cáceres;Cuarto;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;12 GALICIA;Total;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;12 GALICIA;Primero;4
CENTROS PÚBLICOS;AMBOS SEXOS;12 GALICIA;Segundo;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;12 GALICIA;Tercero;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;12 GALICIA;Cuarto;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;A Coruña;Total;3
CENTROS PÚBLICOS;AMBOS SEXOS;A Coruña;Primero;4
CENTROS PÚBLICOS;AMBOS SEXOS;A Coruña;Segundo;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;A Coruña;Tercero;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;A Coruña;Cuarto;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;Lugo;Total;3,7
CENTROS PÚBLICOS;AMBOS SEXOS;Lugo;Primero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Lugo;Segundo;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Lugo;Tercero;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;Lugo;Cuarto;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;Ourense;Total;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;Ourense;Primero;5,3
CENTROS PÚBLICOS;AMBOS SEXOS;Ourense;Segundo;2,7
CENTROS PÚBLICOS;AMBOS SEXOS;Ourense;Tercero;3,4
CENTROS PÚBLICOS;AMBOS SEXOS;Ourense;Cuarto;2,3
CENTROS PÚBLICOS;AMBOS SEXOS;Pontevedra;Total;2,9
CENTROS PÚBLICOS;AMBOS SEXOS;Pontevedra;Primero;3,4
CENTROS PÚBLICOS;AMBOS SEXOS;Pontevedra;Segundo;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;Pontevedra;Tercero;2,8
CENTROS PÚBLICOS;AMBOS SEXOS;Pontevedra;Cuarto;2,4
CENTROS PÚBLICOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Total;5,9
CENTROS PÚBLICOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Primero;6,9
CENTROS PÚBLICOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Segundo;6,1
CENTROS PÚBLICOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Tercero;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;13 MADRID, COMUNIDAD DE;Cuarto;4,9
CENTROS PÚBLICOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Total;8,5
CENTROS PÚBLICOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Primero;10,2
CENTROS PÚBLICOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Segundo;9,4
CENTROS PÚBLICOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Tercero;7,1
CENTROS PÚBLICOS;AMBOS SEXOS;14 MURCIA, REGIÓN DE;Cuarto;6,9
CENTROS PÚBLICOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Total;4,8
CENTROS PÚBLICOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Primero;6
CENTROS PÚBLICOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Segundo;5,4
CENTROS PÚBLICOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Tercero;3,8
CENTROS PÚBLICOS;AMBOS SEXOS;15 NAVARRA, COMUNIDAD FORAL DE;Cuarto;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;16 PAÍS VASCO;Total;5
CENTROS PÚBLICOS;AMBOS SEXOS;16 PAÍS VASCO;Primero;6,8
CENTROS PÚBLICOS;AMBOS SEXOS;16 PAÍS VASCO;Segundo;6,2
CENTROS PÚBLICOS;AMBOS SEXOS;16 PAÍS VASCO;Tercero;4
CENTROS PÚBLICOS;AMBOS SEXOS;16 PAÍS VASCO;Cuarto;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;Araba/Álava;Total;7,1
CENTROS PÚBLICOS;AMBOS SEXOS;Araba/Álava;Primero;9,3
CENTROS PÚBLICOS;AMBOS SEXOS;Araba/Álava;Segundo;8,5
CENTROS PÚBLICOS;AMBOS SEXOS;Araba/Álava;Tercero;5,6
CENTROS PÚBLICOS;AMBOS SEXOS;Araba/Álava;Cuarto;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Gipuzkoa;Total;4,2
CENTROS PÚBLICOS;AMBOS SEXOS;Gipuzkoa;Primero;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;Gipuzkoa;Segundo;6
CENTROS PÚBLICOS;AMBOS SEXOS;Gipuzkoa;Tercero;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;Gipuzkoa;Cuarto;2
CENTROS PÚBLICOS;AMBOS SEXOS;Bizkaia;Total;5
CENTROS PÚBLICOS;AMBOS SEXOS;Bizkaia;Primero;7,2
CENTROS PÚBLICOS;AMBOS SEXOS;Bizkaia;Segundo;5,5
CENTROS PÚBLICOS;AMBOS SEXOS;Bizkaia;Tercero;4,1
CENTROS PÚBLICOS;AMBOS SEXOS;Bizkaia;Cuarto;2,6
CENTROS PÚBLICOS;AMBOS SEXOS;17 RIOJA, LA;Total;4,6
CENTROS PÚBLICOS;AMBOS SEXOS;17 RIOJA, LA;Primero;7,8
CENTROS PÚBLICOS;AMBOS SEXOS;17 RIOJA, LA;Segundo;3,5
CENTROS PÚBLICOS;AMBOS SEXOS;17 RIOJA, LA;Tercero;3,1
CENTROS PÚBLICOS;AMBOS SEXOS;17 RIOJA, LA;Cuarto;3
CENTROS PÚBLICOS;AMBOS SEXOS;18 CEUTA;Total;5,1
CENTROS PÚBLICOS;AMBOS SEXOS;18 CEUTA;Primero;7
CENTROS PÚBLICOS;AMBOS SEXOS;18 CEUTA;Segundo;4,3
CENTROS PÚBLICOS;AMBOS SEXOS;18 CEUTA;Tercero;4,2
CENTROS PÚBLICOS;AMBOS SEXOS;18 CEUTA;Cuarto;3,8
CENTROS PÚBLICOS;AMBOS SEXOS;19 MELILLA;Total;9,9
CENTROS PÚBLICOS;AMBOS SEXOS;19 MELILLA;Primero;14,9
CENTROS PÚBLICOS;AMBOS SEXOS;19 MELILLA;Segundo;9,1
CENTROS PÚBLICOS;AMBOS SEXOS;19 MELILLA;Tercero;7,5
CENTROS PÚBLICOS;AMBOS SEXOS;19 MELILLA;Cuarto;6,1
CENTROS PÚBLICOS;Hombres;00 TOTAL;Total;6,1
CENTROS PÚBLICOS;Hombres;00 TOTAL;Primero;7,4
CENTROS PÚBLICOS;Hombres;00 TOTAL;Segundo;6,4
CENTROS PÚBLICOS;Hombres;00 TOTAL;Tercero;5,5
CENTROS PÚBLICOS;Hombres;00 TOTAL;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;01 ANDALUCÍA;Total;8,8
CENTROS PÚBLICOS;Hombres;01 ANDALUCÍA;Primero;10,6
CENTROS PÚBLICOS;Hombres;01 ANDALUCÍA;Segundo;10
CENTROS PÚBLICOS;Hombres;01 ANDALUCÍA;Tercero;7,6
CENTROS PÚBLICOS;Hombres;01 ANDALUCÍA;Cuarto;6
CENTROS PÚBLICOS;Hombres;Almería;Total;11,5
CENTROS PÚBLICOS;Hombres;Almería;Primero;13,8
CENTROS PÚBLICOS;Hombres;Almería;Segundo;12,5
CENTROS PÚBLICOS;Hombres;Almería;Tercero;10,6
CENTROS PÚBLICOS;Hombres;Almería;Cuarto;7,3
CENTROS PÚBLICOS;Hombres;Cádiz;Total;7,9
CENTROS PÚBLICOS;Hombres;Cádiz;Primero;8,6
CENTROS PÚBLICOS;Hombres;Cádiz;Segundo;9,1
CENTROS PÚBLICOS;Hombres;Cádiz;Tercero;7,3
CENTROS PÚBLICOS;Hombres;Cádiz;Cuarto;6,2
CENTROS PÚBLICOS;Hombres;Córdoba;Total;6,3
CENTROS PÚBLICOS;Hombres;Córdoba;Primero;9
CENTROS PÚBLICOS;Hombres;Córdoba;Segundo;6,9
CENTROS PÚBLICOS;Hombres;Córdoba;Tercero;5,2
CENTROS PÚBLICOS;Hombres;Córdoba;Cuarto;2,8
CENTROS PÚBLICOS;Hombres;Granada;Total;7,9
CENTROS PÚBLICOS;Hombres;Granada;Primero;10,3
CENTROS PÚBLICOS;Hombres;Granada;Segundo;8
CENTROS PÚBLICOS;Hombres;Granada;Tercero;6,4
CENTROS PÚBLICOS;Hombres;Granada;Cuarto;6,1
CENTROS PÚBLICOS;Hombres;Huelva;Total;9,2
CENTROS PÚBLICOS;Hombres;Huelva;Primero;11,4
CENTROS PÚBLICOS;Hombres;Huelva;Segundo;10,3
CENTROS PÚBLICOS;Hombres;Huelva;Tercero;8,4
CENTROS PÚBLICOS;Hombres;Huelva;Cuarto;5,3
CENTROS PÚBLICOS;Hombres;Jaén;Total;7,4
CENTROS PÚBLICOS;Hombres;Jaén;Primero;9,6
CENTROS PÚBLICOS;Hombres;Jaén;Segundo;7,8
CENTROS PÚBLICOS;Hombres;Jaén;Tercero;7
CENTROS PÚBLICOS;Hombres;Jaén;Cuarto;4,5
CENTROS PÚBLICOS;Hombres;Málaga;Total;10,1
CENTROS PÚBLICOS;Hombres;Málaga;Primero;11,7
CENTROS PÚBLICOS;Hombres;Málaga;Segundo;11,6
CENTROS PÚBLICOS;Hombres;Málaga;Tercero;8,7
CENTROS PÚBLICOS;Hombres;Málaga;Cuarto;7,5
CENTROS PÚBLICOS;Hombres;Sevilla;Total;8,9
CENTROS PÚBLICOS;Hombres;Sevilla;Primero;10,3
CENTROS PÚBLICOS;Hombres;Sevilla;Segundo;10,9
CENTROS PÚBLICOS;Hombres;Sevilla;Tercero;7,2
CENTROS PÚBLICOS;Hombres;Sevilla;Cuarto;5,9
CENTROS PÚBLICOS;Hombres;02 ARAGÓN;Total;3,4
CENTROS PÚBLICOS;Hombres;02 ARAGÓN;Primero;5,1
CENTROS PÚBLICOS;Hombres;02 ARAGÓN;Segundo;2,6
CENTROS PÚBLICOS;Hombres;02 ARAGÓN;Tercero;2,9
CENTROS PÚBLICOS;Hombres;02 ARAGÓN;Cuarto;2,4
CENTROS PÚBLICOS;Hombres;Huesca;Total;3,9
CENTROS PÚBLICOS;Hombres;Huesca;Primero;5,6
CENTROS PÚBLICOS;Hombres;Huesca;Segundo;3,7
CENTROS PÚBLICOS;Hombres;Huesca;Tercero;3,6
CENTROS PÚBLICOS;Hombres;Huesca;Cuarto;2,2
CENTROS PÚBLICOS;Hombres;Teruel;Total;2,6
CENTROS PÚBLICOS;Hombres;Teruel;Primero;3
CENTROS PÚBLICOS;Hombres;Teruel;Segundo;2,5
CENTROS PÚBLICOS;Hombres;Teruel;Tercero;1,8
CENTROS PÚBLICOS;Hombres;Teruel;Cuarto;2,9
CENTROS PÚBLICOS;Hombres;Zaragoza;Total;3,3
CENTROS PÚBLICOS;Hombres;Zaragoza;Primero;5,4
CENTROS PÚBLICOS;Hombres;Zaragoza;Segundo;2,3
CENTROS PÚBLICOS;Hombres;Zaragoza;Tercero;2,9
CENTROS PÚBLICOS;Hombres;Zaragoza;Cuarto;2,3
CENTROS PÚBLICOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Total;3,1
CENTROS PÚBLICOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Primero;4,8
CENTROS PÚBLICOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Segundo;2,3
CENTROS PÚBLICOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Tercero;2,8
CENTROS PÚBLICOS;Hombres;03 ASTURIAS, PRINCIPADO DE;Cuarto;2,7
CENTROS PÚBLICOS;Hombres;04 BALEARS, ILLES;Total;5,8
CENTROS PÚBLICOS;Hombres;04 BALEARS, ILLES;Primero;6,3
CENTROS PÚBLICOS;Hombres;04 BALEARS, ILLES;Segundo;6,4
CENTROS PÚBLICOS;Hombres;04 BALEARS, ILLES;Tercero;5,3
CENTROS PÚBLICOS;Hombres;04 BALEARS, ILLES;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;05 CANARIAS;Total;4,5
CENTROS PÚBLICOS;Hombres;05 CANARIAS;Primero;6
CENTROS PÚBLICOS;Hombres;05 CANARIAS;Segundo;3,5
CENTROS PÚBLICOS;Hombres;05 CANARIAS;Tercero;4,2
CENTROS PÚBLICOS;Hombres;05 CANARIAS;Cuarto;4,4
CENTROS PÚBLICOS;Hombres;Las Palmas;Total;4,4
CENTROS PÚBLICOS;Hombres;Las Palmas;Primero;5,7
CENTROS PÚBLICOS;Hombres;Las Palmas;Segundo;3,7
CENTROS PÚBLICOS;Hombres;Las Palmas;Tercero;3,7
CENTROS PÚBLICOS;Hombres;Las Palmas;Cuarto;4,2
CENTROS PÚBLICOS;Hombres;Santa Cruz de Tenerife;Total;4,7
CENTROS PÚBLICOS;Hombres;Santa Cruz de Tenerife;Primero;6,4
CENTROS PÚBLICOS;Hombres;Santa Cruz de Tenerife;Segundo;3,1
CENTROS PÚBLICOS;Hombres;Santa Cruz de Tenerife;Tercero;4,9
CENTROS PÚBLICOS;Hombres;Santa Cruz de Tenerife;Cuarto;4,5
CENTROS PÚBLICOS;Hombres;06 CANTABRIA;Total;3,3
CENTROS PÚBLICOS;Hombres;06 CANTABRIA;Primero;3,4
CENTROS PÚBLICOS;Hombres;06 CANTABRIA;Segundo;3,4
CENTROS PÚBLICOS;Hombres;06 CANTABRIA;Tercero;3,9
CENTROS PÚBLICOS;Hombres;06 CANTABRIA;Cuarto;2,1
CENTROS PÚBLICOS;Hombres;07 CASTILLA Y LEÓN;Total;5,7
CENTROS PÚBLICOS;Hombres;07 CASTILLA Y LEÓN;Primero;7,8
CENTROS PÚBLICOS;Hombres;07 CASTILLA Y LEÓN;Segundo;5,8
CENTROS PÚBLICOS;Hombres;07 CASTILLA Y LEÓN;Tercero;4,8
CENTROS PÚBLICOS;Hombres;07 CASTILLA Y LEÓN;Cuarto;4,1
CENTROS PÚBLICOS;Hombres;Ávila;Total;7,8
CENTROS PÚBLICOS;Hombres;Ávila;Primero;9,1
CENTROS PÚBLICOS;Hombres;Ávila;Segundo;7,9
CENTROS PÚBLICOS;Hombres;Ávila;Tercero;6,6
CENTROS PÚBLICOS;Hombres;Ávila;Cuarto;7,1
CENTROS PÚBLICOS;Hombres;Burgos;Total;4,8
CENTROS PÚBLICOS;Hombres;Burgos;Primero;6,2
CENTROS PÚBLICOS;Hombres;Burgos;Segundo;4,9
CENTROS PÚBLICOS;Hombres;Burgos;Tercero;4,6
CENTROS PÚBLICOS;Hombres;Burgos;Cuarto;2,8
CENTROS PÚBLICOS;Hombres;León;Total;5,1
CENTROS PÚBLICOS;Hombres;León;Primero;6,1
CENTROS PÚBLICOS;Hombres;León;Segundo;6,4
CENTROS PÚBLICOS;Hombres;León;Tercero;4
CENTROS PÚBLICOS;Hombres;León;Cuarto;3,8
CENTROS PÚBLICOS;Hombres;Palencia;Total;6,4
CENTROS PÚBLICOS;Hombres;Palencia;Primero;11,7
CENTROS PÚBLICOS;Hombres;Palencia;Segundo;5,9
CENTROS PÚBLICOS;Hombres;Palencia;Tercero;3,9
CENTROS PÚBLICOS;Hombres;Palencia;Cuarto;2,9
CENTROS PÚBLICOS;Hombres;Salamanca;Total;5,8
CENTROS PÚBLICOS;Hombres;Salamanca;Primero;8,9
CENTROS PÚBLICOS;Hombres;Salamanca;Segundo;4,7
CENTROS PÚBLICOS;Hombres;Salamanca;Tercero;4,1
CENTROS PÚBLICOS;Hombres;Salamanca;Cuarto;5
CENTROS PÚBLICOS;Hombres;Segovia;Total;7
CENTROS PÚBLICOS;Hombres;Segovia;Primero;9,9
CENTROS PÚBLICOS;Hombres;Segovia;Segundo;6,8
CENTROS PÚBLICOS;Hombres;Segovia;Tercero;5,2
CENTROS PÚBLICOS;Hombres;Segovia;Cuarto;6
CENTROS PÚBLICOS;Hombres;Soria;Total;3,9
CENTROS PÚBLICOS;Hombres;Soria;Primero;5
CENTROS PÚBLICOS;Hombres;Soria;Segundo;4
CENTROS PÚBLICOS;Hombres;Soria;Tercero;4,9
CENTROS PÚBLICOS;Hombres;Soria;Cuarto;1,3
CENTROS PÚBLICOS;Hombres;Valladolid;Total;5,8
CENTROS PÚBLICOS;Hombres;Valladolid;Primero;7,6
CENTROS PÚBLICOS;Hombres;Valladolid;Segundo;5,8
CENTROS PÚBLICOS;Hombres;Valladolid;Tercero;5,2
CENTROS PÚBLICOS;Hombres;Valladolid;Cuarto;3,9
CENTROS PÚBLICOS;Hombres;Zamora;Total;5,7
CENTROS PÚBLICOS;Hombres;Zamora;Primero;8,5
CENTROS PÚBLICOS;Hombres;Zamora;Segundo;5,7
CENTROS PÚBLICOS;Hombres;Zamora;Tercero;5
CENTROS PÚBLICOS;Hombres;Zamora;Cuarto;3,4
CENTROS PÚBLICOS;Hombres;08 CASTILLA-LA MANCHA;Total;6,4
CENTROS PÚBLICOS;Hombres;08 CASTILLA-LA MANCHA;Primero;8,5
CENTROS PÚBLICOS;Hombres;08 CASTILLA-LA MANCHA;Segundo;6,4
CENTROS PÚBLICOS;Hombres;08 CASTILLA-LA MANCHA;Tercero;5,5
CENTROS PÚBLICOS;Hombres;08 CASTILLA-LA MANCHA;Cuarto;4,5
CENTROS PÚBLICOS;Hombres;Albacete;Total;4,2
CENTROS PÚBLICOS;Hombres;Albacete;Primero;6,1
CENTROS PÚBLICOS;Hombres;Albacete;Segundo;4,4
CENTROS PÚBLICOS;Hombres;Albacete;Tercero;3,3
CENTROS PÚBLICOS;Hombres;Albacete;Cuarto;2,7
CENTROS PÚBLICOS;Hombres;Ciudad Real;Total;5,1
CENTROS PÚBLICOS;Hombres;Ciudad Real;Primero;7,8
CENTROS PÚBLICOS;Hombres;Ciudad Real;Segundo;5,3
CENTROS PÚBLICOS;Hombres;Ciudad Real;Tercero;4
CENTROS PÚBLICOS;Hombres;Ciudad Real;Cuarto;2,3
CENTROS PÚBLICOS;Hombres;Cuenca;Total;10,1
CENTROS PÚBLICOS;Hombres;Cuenca;Primero;11,9
CENTROS PÚBLICOS;Hombres;Cuenca;Segundo;8,9
CENTROS PÚBLICOS;Hombres;Cuenca;Tercero;9,5
CENTROS PÚBLICOS;Hombres;Cuenca;Cuarto;9,8
CENTROS PÚBLICOS;Hombres;Guadalajara;Total;5,8
CENTROS PÚBLICOS;Hombres;Guadalajara;Primero;6,9
CENTROS PÚBLICOS;Hombres;Guadalajara;Segundo;4,5
CENTROS PÚBLICOS;Hombres;Guadalajara;Tercero;6,6
CENTROS PÚBLICOS;Hombres;Guadalajara;Cuarto;4,8
CENTROS PÚBLICOS;Hombres;Toledo;Total;7,7
CENTROS PÚBLICOS;Hombres;Toledo;Primero;10
CENTROS PÚBLICOS;Hombres;Toledo;Segundo;8,2
CENTROS PÚBLICOS;Hombres;Toledo;Tercero;6,3
CENTROS PÚBLICOS;Hombres;Toledo;Cuarto;5,3
CENTROS PÚBLICOS;Hombres;09 CATALUÑA;Total;3,3
CENTROS PÚBLICOS;Hombres;09 CATALUÑA;Primero;2,3
CENTROS PÚBLICOS;Hombres;09 CATALUÑA;Segundo;2,8
CENTROS PÚBLICOS;Hombres;09 CATALUÑA;Tercero;3,5
CENTROS PÚBLICOS;Hombres;09 CATALUÑA;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;Barcelona;Total;3,3
CENTROS PÚBLICOS;Hombres;Barcelona;Primero;2,4
CENTROS PÚBLICOS;Hombres;Barcelona;Segundo;2,6
CENTROS PÚBLICOS;Hombres;Barcelona;Tercero;3,4
CENTROS PÚBLICOS;Hombres;Barcelona;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;Girona;Total;2,8
CENTROS PÚBLICOS;Hombres;Girona;Primero;1,5
CENTROS PÚBLICOS;Hombres;Girona;Segundo;2
CENTROS PÚBLICOS;Hombres;Girona;Tercero;2,7
CENTROS PÚBLICOS;Hombres;Girona;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;Lleida;Total;4,1
CENTROS PÚBLICOS;Hombres;Lleida;Primero;2,9
CENTROS PÚBLICOS;Hombres;Lleida;Segundo;3,7
CENTROS PÚBLICOS;Hombres;Lleida;Tercero;5,1
CENTROS PÚBLICOS;Hombres;Lleida;Cuarto;4,8
CENTROS PÚBLICOS;Hombres;Tarragona;Total;3,7
CENTROS PÚBLICOS;Hombres;Tarragona;Primero;2,1
CENTROS PÚBLICOS;Hombres;Tarragona;Segundo;4
CENTROS PÚBLICOS;Hombres;Tarragona;Tercero;4
CENTROS PÚBLICOS;Hombres;Tarragona;Cuarto;4,6
CENTROS PÚBLICOS;Hombres;10 COMUNITAT VALENCIANA;Total;6,3
CENTROS PÚBLICOS;Hombres;10 COMUNITAT VALENCIANA;Primero;7,9
CENTROS PÚBLICOS;Hombres;10 COMUNITAT VALENCIANA;Segundo;6,4
CENTROS PÚBLICOS;Hombres;10 COMUNITAT VALENCIANA;Tercero;6
CENTROS PÚBLICOS;Hombres;10 COMUNITAT VALENCIANA;Cuarto;4,2
CENTROS PÚBLICOS;Hombres;Alicante/Alacant;Total;6,6
CENTROS PÚBLICOS;Hombres;Alicante/Alacant;Primero;7,6
CENTROS PÚBLICOS;Hombres;Alicante/Alacant;Segundo;7
CENTROS PÚBLICOS;Hombres;Alicante/Alacant;Tercero;6,3
CENTROS PÚBLICOS;Hombres;Alicante/Alacant;Cuarto;4,9
CENTROS PÚBLICOS;Hombres;Castellón/Castelló;Total;5,5
CENTROS PÚBLICOS;Hombres;Castellón/Castelló;Primero;7,9
CENTROS PÚBLICOS;Hombres;Castellón/Castelló;Segundo;5,2
CENTROS PÚBLICOS;Hombres;Castellón/Castelló;Tercero;4,6
